,rating,playback_used,ebird_code,channels,date,duration,filename,species,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,bitrate_of_mp3,file_type,background,xc_id,url,country,author,primary_label,longitude,time,recordist,license,fpath
2203,4.0,no,bewwre,1 (mono),2016-12-27,11,XC456896.mp3,Bewick's Wren,XC456896 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Patagonia Lake SP, Santa Cruz County, Arizona",31.4988,48000 (Hz),call,1200 m,128000 (bps),mp3,,456896,https://www.xeno-canto.org/456896,United States,Paul Marvin,Thryomanes bewickii_Bewick's Wren,-110.8447,09:54,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC456896.mp3
2204,4.0,no,bewwre,1 (mono),2018-01-16,31,XC452533.mp3,Bewick's Wren,XC452533 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Red Rock Canyon National Conservation Area, Clark County, Nevada",36.1326,48000 (Hz),song,1100 m,128000 (bps),mp3,,452533,https://www.xeno-canto.org/452533,United States,Paul Marvin,Thryomanes bewickii_Bewick's Wren,-115.4243,08:48,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC452533.mp3
2205,4.0,no,bewwre,1 (mono),2017-12-27,37,XC452153.mp3,Bewick's Wren,XC452153 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Peña Blanca Lake, Arizona",31.4,48000 (Hz),call,1200 m,128000 (bps),mp3,,452153,https://www.xeno-canto.org/452153,United States,Paul Marvin,Thryomanes bewickii_Bewick's Wren,-111.088,07:27,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC452153.mp3
2206,4.0,no,bewwre,1 (mono),2017-03-13,93,XC451297.mp3,Bewick's Wren,XC451297 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Gibson Ranch County Park, Sacramento County, California",38.7238,48000 (Hz),song,30 m,128000 (bps),mp3,,451297,https://www.xeno-canto.org/451297,United States,Ed Pandolfino,Thryomanes bewickii_Bewick's Wren,-121.4034,08:17,Ed Pandolfino,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC451297.mp3
2208,4.0,no,bewwre,2 (stereo),2019-01-01,7,XC448292.mp3,Bewick's Wren,XC448292 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Mx, Distrito Federal, Lomas de Bezares, Calle Colina",19.392,44100 (Hz),song,2400 m,319999 (bps),mp3,,448292,https://www.xeno-canto.org/448292,Mexico,Manuel Grosselet,Thryomanes bewickii_Bewick's Wren,-99.241,10:00,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC448292.mp3
2209,4.0,no,bewwre,1 (mono),2018-08-20,96,XC436822.mp3,Bewick's Wren,XC436822 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Saanichton, British Columbia",48.5986,44100 (Hz),song,60 m,128000 (bps),mp3,,436822,https://www.xeno-canto.org/436822,Canada,James Bradley,Thryomanes bewickii_Bewick's Wren,-123.4168,09:30,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC436822.mp3
2210,4.0,no,bewwre,1 (mono),2018-09-08,14,XC435718.mp3,Bewick's Wren,XC435718 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Montana de Oro State Park, CA",35.2751,48000 (Hz),call,20 m,320000 (bps),mp3,,435718,https://www.xeno-canto.org/435718,United States,Thomas G. Graves,Thryomanes bewickii_Bewick's Wren,-120.8814,12:02,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC435718.mp3
2211,4.0,no,bewwre,2 (stereo),2018-08-30,26,XC432823.mp3,Bewick's Wren,XC432823 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Mount Diablo, Contra Costa County, CA",37.8816,44100 (Hz),juvenile,1200 m,160000 (bps),mp3,,432823,https://www.xeno-canto.org/432823,United States,Denise Wight,Thryomanes bewickii_Bewick's Wren,-121.9139,14:00,Denise Wight,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC432823.mp3
2212,4.0,no,bewwre,2 (stereo),2018-04-25,57,XC417912.mp3,Bewick's Wren,XC417912 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Mormon Pass, Sheep Range, Clark County, Nevada",36.6242,48000 (Hz),"call, song",2100 m,192000 (bps),mp3,,417912,https://www.xeno-canto.org/417912,United States,Bobby Wilcox,Thryomanes bewickii_Bewick's Wren,-115.1062,10:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC417912.mp3
2216,4.0,no,bewwre,1 (mono),2018-03-09,12,XC405733.mp3,Bewick's Wren,XC405733 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,Parque Estatal Cerro Punhuato,19.699,44100 (Hz),song,2200 m,192000 (bps),mp3,,405733,https://www.xeno-canto.org/405733,Mexico,Leonardo Guzman Hernandez,Thryomanes bewickii_Bewick's Wren,-101.135,06:00,Leonardo Guzman Hernandez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC405733.mp3
2218,4.0,no,bewwre,1 (mono),2015-05-04,42,XC404721.mp3,Bewick's Wren,XC404721 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Texas: Kinney County; Brackettville, Fort Clark",29.3056,48000 (Hz),"call, song",340 m,256000 (bps),mp3,,404721,https://www.xeno-canto.org/404721,United States,Jacob R. Saucier,Thryomanes bewickii_Bewick's Wren,-100.4212,06:30,Jacob R. Saucier,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC404721.mp3
2220,4.0,no,bewwre,2 (stereo),2018-02-16,17,XC402950.mp3,Bewick's Wren,XC402950 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Biosphere 2, Pinal County, Arizona",32.580999999999996,48000 (Hz),song,1200 m,143821 (bps),mp3,,402950,https://www.xeno-canto.org/402950,United States,Lance A. M. Benner,Thryomanes bewickii_Bewick's Wren,-110.8459,07:28,Lance A. M. Benner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC402950.mp3
2221,4.0,no,bewwre,2 (stereo),2018-02-14,9,XC402801.mp3,Bewick's Wren,XC402801 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Saltillo, Coahuila de Zaragoza",25.2946,44100 (Hz),song,2600 m,256000 (bps),mp3,,402801,https://www.xeno-canto.org/402801,Mexico,Arturo,Thryomanes bewickii_Bewick's Wren,-100.9066,09:30,Arturo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC402801.mp3
2222,4.0,no,bewwre,2 (stereo),2017-12-10,20,XC395753.mp3,Bewick's Wren,XC395753 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Lake Forest, Orange County, California",33.6429,48000 (Hz),song,170 m,64000 (bps),mp3,,395753,https://www.xeno-canto.org/395753,United States,Kat Avila,Thryomanes bewickii_Bewick's Wren,-117.6821,11:59,Kat Avila,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC395753.mp3
2224,4.0,no,bewwre,2 (stereo),2017-09-10,75,XC390104.mp3,Bewick's Wren,XC390104 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Montana de Oro State Park, California",35.2751,44100 (Hz),song,20 m,179901 (bps),mp3,,390104,https://www.xeno-canto.org/390104,United States,Guy Kirwan,Thryomanes bewickii_Bewick's Wren,-120.8814,16:00,Guy Kirwan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC390104.mp3
2226,4.0,no,bewwre,1 (mono),2016-08-20,19,XC384899.mp3,Bewick's Wren,XC384899 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Lake Patagonia, Santa Cruz County, Arizona",31.497,44100 (Hz),song,1200 m,192000 (bps),mp3,,384899,https://www.xeno-canto.org/384899,United States,Antonio Xeira,Thryomanes bewickii_Bewick's Wren,-110.8507,06:30,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC384899.mp3
2227,4.0,no,bewwre,2 (stereo),2017-08-27,51,XC384614.mp3,Bewick's Wren,XC384614 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Whitfield Wildlife Conservation Area, Valencia County, New Mexico",34.667,44100 (Hz),"song, subsong",1500 m,192000 (bps),mp3,,384614,https://www.xeno-canto.org/384614,United States,Vicki Dern,Thryomanes bewickii_Bewick's Wren,-106.7372,10:16,Vicki Dern,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC384614.mp3
2228,4.0,no,bewwre,2 (stereo),2017-07-21,23,XC382112.mp3,Bewick's Wren,XC382112 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"General Bravo, Nuevo León",25.7581,44100 (Hz),alarm call,260 m,320000 (bps),mp3,,382112,https://www.xeno-canto.org/382112,Mexico,Manuel Grosselet,Thryomanes bewickii_Bewick's Wren,-98.7098,20:00,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC382112.mp3
2234,4.0,no,bewwre,1 (mono),2017-05-13,111,XC373584.mp3,Bewick's Wren,XC373584 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Rancho San Rafael, Washoe County, Reno, Nevada",39.5493,48000 (Hz),"call, song",1400 m,96000 (bps),mp3,,373584,https://www.xeno-canto.org/373584,United States,Bobby Wilcox,Thryomanes bewickii_Bewick's Wren,-119.8264,12:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC373584.mp3
2237,4.0,,bewwre,2 (stereo),2017-04-30,14,XC367996.mp3,Bewick's Wren,XC367996 Bewick's Wren (Thryomanes bewickii),[],,Thryomanes bewickii,"Monterrey, Monterrey, Nuevo León",25.5499,44100 (Hz),song,700 m,320000 (bps),mp3,,367996,https://www.xeno-canto.org/367996,Mexico,Leonardo Guzman Hernandez,Thryomanes bewickii_Bewick's Wren,-100.2704,11:00,Leonardo Guzman Hernandez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC367996.mp3
2238,4.0,no,bewwre,2 (stereo),2017-04-10,27,XC364707.mp3,Bewick's Wren,XC364707 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"General Bravo, Nuevo León",25.7581,44100 (Hz),"song, wind",260 m,128055 (bps),mp3,,364707,https://www.xeno-canto.org/364707,Mexico,Manuel Grosselet,Thryomanes bewickii_Bewick's Wren,-98.7098,10:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC364707.mp3
2239,4.0,no,bewwre,2 (stereo),2017-04-10,68,XC364706.mp3,Bewick's Wren,XC364706 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"General Bravo, Nuevo León",25.7581,44100 (Hz),"song, wind",260 m,128022 (bps),mp3,,364706,https://www.xeno-canto.org/364706,Mexico,Manuel Grosselet,Thryomanes bewickii_Bewick's Wren,-98.7098,10:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC364706.mp3
2240,4.0,no,bewwre,2 (stereo),2017-04-11,15,XC364702.mp3,Bewick's Wren,XC364702 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"General Bravo, Nuevo León",25.7581,44100 (Hz),"song, wind",260 m,128097 (bps),mp3,,364702,https://www.xeno-canto.org/364702,Mexico,Manuel Grosselet,Thryomanes bewickii_Bewick's Wren,-98.7098,10:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC364702.mp3
2241,4.0,no,bewwre,2 (stereo),2017-04-09,61,XC364665.mp3,Bewick's Wren,XC364665 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"General Bravo, Nuevo León",25.7581,44100 (Hz),song,260 m,128024 (bps),mp3,,364665,https://www.xeno-canto.org/364665,Mexico,Manuel Grosselet,Thryomanes bewickii_Bewick's Wren,-98.7098,07:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC364665.mp3
2242,4.0,no,bewwre,2 (stereo),2017-03-19,14,XC360348.mp3,Bewick's Wren,XC360348 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Lake Berryessa Monticello Dam, Napa County, California",38.5116,48000 (Hz),song,150 m,128000 (bps),mp3,,360348,https://www.xeno-canto.org/360348,United States,Jim Holmes,Thryomanes bewickii_Bewick's Wren,-122.1088,09:30,Jim Holmes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC360348.mp3
2245,4.0,no,bewwre,2 (stereo),2017-01-26,14,XC352808.mp3,Bewick's Wren,XC352808 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,San Pedro River National Conservation Area (Hereford Bridge),31.4389,44100 (Hz),alarm call,1300 m,320000 (bps),mp3,,352808,https://www.xeno-canto.org/352808,United States,Ken Blankenship,Thryomanes bewickii_Bewick's Wren,-110.1084,10:30,Ken Blankenship,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC352808.mp3
2252,4.0,no,bewwre,1 (mono),2000-06-15,26,XC351062.mp3,Bewick's Wren,XC351062 Bewick's Wren (Thryomanes bewickii eremophilus),[],yes,Thryomanes bewickii,"Haiwee Creek, Inyo County",36.1377,44100 (Hz),"call, song",1500 m,128000 (bps),mp3,,351062,https://www.xeno-canto.org/351062,United States,Richard E. Webster,Thryomanes bewickii_Bewick's Wren,-118.0209,06:20,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC351062.mp3
2253,4.0,no,bewwre,1 (mono),2000-06-15,28,XC351056.mp3,Bewick's Wren,XC351056 Bewick's Wren (Thryomanes bewickii eremophilus),[],yes,Thryomanes bewickii,"Haiwee Pass, Inyo, California",36.135,44100 (Hz),"call, song",2200 m,128000 (bps),mp3,,351056,https://www.xeno-canto.org/351056,United States,Richard E. Webster,Thryomanes bewickii_Bewick's Wren,-118.072,11:30,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC351056.mp3
2256,4.0,no,bewwre,1 (mono),1997-03-22,58,XC351047.mp3,Bewick's Wren,XC351047 Bewick's Wren (Thryomanes bewickii charienturus),[],yes,Thryomanes bewickii,"Lake Hodges, San Diego, California",33.0523,44100 (Hz),song,200 m,128000 (bps),mp3,,351047,https://www.xeno-canto.org/351047,United States,Richard E. Webster,Thryomanes bewickii_Bewick's Wren,-117.0804,?,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC351047.mp3
2265,4.0,no,bewwre,1 (mono),2016-06-28,26,XC333589.mp3,Bewick's Wren,XC333589 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Rafter 7 Ranch, Lyon County, Nevada",38.6878,48000 (Hz),song,1500 m,96000 (bps),mp3,,333589,https://www.xeno-canto.org/333589,United States,Bobby Wilcox,Thryomanes bewickii_Bewick's Wren,-118.9891,07:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC333589.mp3
2271,4.0,no,bewwre,1 (mono),2016-06-01,17,XC319939.mp3,Bewick's Wren,XC319939 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Bonita, San Diego County, California",32.6814,44100 (Hz),song,60 m,32000 (bps),mp3,,319939,https://www.xeno-canto.org/319939,United States,Tiffany Towery,Thryomanes bewickii_Bewick's Wren,-117.027,10:00,Tiffany Towery,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC319939.mp3
2275,4.0,no,bewwre,2 (stereo),2016-03-29,18,XC309472.mp3,Bewick's Wren,XC309472 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"San Diego, San Diego County, California",32.7371,44100 (Hz),song,130 m,126023 (bps),mp3,,309472,https://www.xeno-canto.org/309472,United States,Peter Nguyen,Thryomanes bewickii_Bewick's Wren,-117.0636,13:00,Peter Nguyen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC309472.mp3
2276,4.0,no,bewwre,2 (stereo),2016-02-29,9,XC308012.mp3,Bewick's Wren,XC308012 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,Laguna de Aljojuca,19.0905,44100 (Hz),call,2400 m,192000 (bps),mp3,,308012,https://www.xeno-canto.org/308012,Mexico,James Bradley,Thryomanes bewickii_Bewick's Wren,-97.5299,11:15,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC308012.mp3
2277,4.0,yes,bewwre,1 (mono),2016-02-07,13,XC307236.mp3,Bewick's Wren,XC307236 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Folsom, Sacramento County, California",38.6959,44100 (Hz),song,160 m,80000 (bps),mp3,,307236,https://www.xeno-canto.org/307236,United States,Shannon Skalos,Thryomanes bewickii_Bewick's Wren,-121.1276,13:00,Shannon Skalos,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC307236.mp3
2278,4.0,no,bewwre,2 (stereo),2016-02-29,9,XC306525.mp3,Bewick's Wren,XC306525 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,Ciudad Serdán,18.9498,44100 (Hz),song,2600 m,192000 (bps),mp3,,306525,https://www.xeno-canto.org/306525,Mexico,James Bradley,Thryomanes bewickii_Bewick's Wren,-97.4158,13:10,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC306525.mp3
2279,4.0,no,bewwre,2 (stereo),2016-02-20,14,XC306324.mp3,Bewick's Wren,XC306324 Bewick's Wren (Thryomanes bewickii charienturus),[],no,Thryomanes bewickii,"Murrieta, Riverside County, California",33.5448,44100 (Hz),song,550 m,192000 (bps),mp3,,306324,https://www.xeno-canto.org/306324,United States,Nick Komar,Thryomanes bewickii_Bewick's Wren,-117.2695,10:20,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC306324.mp3
2282,4.0,no,bewwre,2 (stereo),2016-02-29,4,XC305802.mp3,Bewick's Wren,XC305802 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,Soltepec area,19.0772,44100 (Hz),song,2500 m,192000 (bps),mp3,,305802,https://www.xeno-canto.org/305802,Mexico,James Bradley,Thryomanes bewickii_Bewick's Wren,-97.6758,09:20,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC305802.mp3
2283,4.0,no,bewwre,2 (stereo),2016-03-02,56,XC305398.mp3,Bewick's Wren,XC305398 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Mx, Distrito Federal, Lomas de Bezares, Calle Colina",19.392,44100 (Hz),song,2400 m,128024 (bps),mp3,,305398,https://www.xeno-canto.org/305398,Mexico,Manuel Grosselet,Thryomanes bewickii_Bewick's Wren,-99.241,07:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC305398.mp3
2284,4.0,no,bewwre,2 (stereo),2016-02-20,10,XC304172.mp3,Bewick's Wren,XC304172 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Oxford, Lafayette County, Mississippi",34.4842,44100 (Hz),"call, scold",90 m,192000 (bps),mp3,,304172,https://www.xeno-canto.org/304172,United States,J.R. Rigby,Thryomanes bewickii_Bewick's Wren,-89.5949,09:30,J.R. Rigby,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC304172.mp3
2285,4.0,no,bewwre,2 (stereo),2016-02-15,70,XC303676.mp3,Bewick's Wren,XC303676 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Silver City, Grant County, New Mexico",33.0151,48000 (Hz),call,1400 m,128000 (bps),mp3,,303676,https://www.xeno-canto.org/303676,United States,Jarrod Swackhamer,Thryomanes bewickii_Bewick's Wren,-108.5545,16:00,Jarrod Swackhamer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC303676.mp3
2288,4.0,no,bewwre,2 (stereo),2015-11-07,142,XC289375.mp3,Bewick's Wren,XC289375 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Brady, McCulloch County, Texas",31.1282,48000 (Hz),call,550 m,320000 (bps),mp3,,289375,https://www.xeno-canto.org/289375,United States,Hal Mitchell,Thryomanes bewickii_Bewick's Wren,-99.3834,07:30,Hal Mitchell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC289375.mp3
2289,4.0,no,bewwre,2 (stereo),2015-07-29,13,XC289165.mp3,Bewick's Wren,XC289165 Bewick's Wren (Thryomanes bewickii),[],yes,Thryomanes bewickii,"Borrow Pit, Bill Williams River National Wildlife Refuge, La Paz County, Arizona",34.2797,44100 (Hz),"male, song",150 m,128000 (bps),mp3,,289165,https://www.xeno-canto.org/289165,United States,Eric Hough,Thryomanes bewickii_Bewick's Wren,-114.0585,09:00,Eric Hough,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC289165.mp3
2290,4.0,no,bewwre,2 (stereo),2012-10-31,9,XC284128.mp3,Bewick's Wren,XC284128 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Golf Course Rd. wastewater treatment ponds, Holbrook, Navajo County, Arizona",34.9148,44100 (Hz),call,1600 m,128000 (bps),mp3,,284128,https://www.xeno-canto.org/284128,United States,Eric Hough,Thryomanes bewickii_Bewick's Wren,-110.1958,12:00,Eric Hough,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC284128.mp3
2293,4.0,no,bewwre,2 (stereo),2015-09-06,13,XC279007.mp3,Bewick's Wren,XC279007 Bewick's Wren (Thryomanes bewickii),[],no,Thryomanes bewickii,"Ramsey Canyon Preserve Overlook, Cochise County, Arizona",31.4404,44100 (Hz),song,1900 m,192000 (bps),mp3,,279007,https://www.xeno-canto.org/279007,United States,Nick Komar,Thryomanes bewickii_Bewick's Wren,-110.3155,09:45,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/bewwre/XC279007.mp3
